id,image,label,label_cn,source_collage_id,source_image,source_split,subclass,prompt_group,cell_id,row,col,source_object_id,source_bbox_xyxy,status_pred,mark_state,severity,reason_code,original_single_crop
000011,images/unknown/000011_unknown_collage_00002_0_1_00002_01_IMG_20260109_104101__marker_missing_unknown__unknown_core_full100_joint_002.jpg,unknown,无标记线,collage_00002,/Users/guangyu/Desktop/复现Adaptive COT项目/数据清洗备份/industrial_datas/bolt_dimension_lines/sample_unknown/IMG_20260109_104101__marker_missing_unknown__unknown_core_full100.png,unknown,unknown_core,rule_based_unknown,0_1,0,1,joint_002,"[101, 82, 171, 181]",unknown,missing,unknown,missing,/Users/guangyu/Desktop/复现Adaptive COT项目/数据清洗备份/industrial_datas/bolt_marking_truth_collages/single_crops/unknown/unknown_core/00002_01_IMG_20260109_104101__marker_missing_unknown__unknown_core_full100_joint_002.jpg
000012,images/unknown/000012_unknown_collage_00002_0_2_00002_02_IMG_20260109_104101__marker_missing_unknown__unknown_core_full100_joint_003.jpg,unknown,无标记线,collage_00002,/Users/guangyu/Desktop/复现Adaptive COT项目/数据清洗备份/industrial_datas/bolt_dimension_lines/sample_unknown/IMG_20260109_104101__marker_missing_unknown__unknown_core_full100.png,unknown,unknown_core,rule_based_unknown,0_2,0,2,joint_003,"[145, 481, 204, 557]",unknown,missing,unknown,missing,/Users/guangyu/Desktop/复现Adaptive COT项目/数据清洗备份/industrial_datas/bolt_marking_truth_collages/single_crops/unknown/unknown_core/00002_02_IMG_20260109_104101__marker_missing_unknown__unknown_core_full100_joint_003.jpg
000013,images/unknown/000013_unknown_collage_00002_1_0_00002_03_IMG_20260109_104101__marker_missing_unknown__unknown_core_full100_joint_004.jpg,unknown,无标记线,collage_00002,/Users/guangyu/Desktop/复现Adaptive COT项目/数据清洗备份/industrial_datas/bolt_dimension_lines/sample_unknown/IMG_20260109_104101__marker_missing_unknown__unknown_core_full100.png,unknown,unknown_core,rule_based_unknown,1_0,1,0,joint_004,"[186, 788, 232, 865]",unknown,missing,unknown,missing,/Users/guangyu/Desktop/复现Adaptive COT项目/数据清洗备份/industrial_datas/bolt_marking_truth_collages/single_crops/unknown/unknown_core/00002_03_IMG_20260109_104101__marker_missing_unknown__unknown_core_full100_joint_004.jpg
000014,images/unknown/000014_unknown_collage_00002_1_1_00002_04_IMG_20260109_104101__marker_missing_unknown__unknown_core_full100_joint_005.jpg,unknown,无标记线,collage_00002,/Users/guangyu/Desktop/复现Adaptive COT项目/数据清洗备份/industrial_datas/bolt_dimension_lines/sample_unknown/IMG_20260109_104101__marker_missing_unknown__unknown_core_full100.png,unknown,unknown_core,rule_based_unknown,1_1,1,1,joint_005,"[269, 740, 335, 807]",unknown,missing,unknown,missing,/Users/guangyu/Desktop/复现Adaptive COT项目/数据清洗备份/industrial_datas/bolt_marking_truth_collages/single_crops/unknown/unknown_core/00002_04_IMG_20260109_104101__marker_missing_unknown__unknown_core_full100_joint_005.jpg
000015,images/unknown/000015_unknown_collage_00002_1_2_00002_05_IMG_20260109_104101__marker_missing_unknown__unknown_core_full100_joint_006.jpg,unknown,无标记线,collage_00002,/Users/guangyu/Desktop/复现Adaptive COT项目/数据清洗备份/industrial_datas/bolt_dimension_lines/sample_unknown/IMG_20260109_104101__marker_missing_unknown__unknown_core_full100.png,unknown,unknown_core,rule_based_unknown,1_2,1,2,joint_006,"[612, 458, 664, 533]",unknown,missing,unknown,missing,/Users/guangyu/Desktop/复现Adaptive COT项目/数据清洗备份/industrial_datas/bolt_marking_truth_collages/single_crops/unknown/unknown_core/00002_05_IMG_20260109_104101__marker_missing_unknown__unknown_core_full100_joint_006.jpg
000016,images/unknown/000016_unknown_collage_00002_2_0_00002_06_IMG_20260109_104101__marker_missing_unknown__unknown_core_full100_joint_007.jpg,unknown,无标记线,collage_00002,/Users/guangyu/Desktop/复现Adaptive COT项目/数据清洗备份/industrial_datas/bolt_dimension_lines/sample_unknown/IMG_20260109_104101__marker_missing_unknown__unknown_core_full100.png,unknown,unknown_core,rule_based_unknown,2_0,2,0,joint_007,"[618, 740, 663, 829]",unknown,missing,unknown,missing,/Users/guangyu/Desktop/复现Adaptive COT项目/数据清洗备份/industrial_datas/bolt_marking_truth_collages/single_crops/unknown/unknown_core/00002_06_IMG_20260109_104101__marker_missing_unknown__unknown_core_full100_joint_007.jpg
000017,images/unknown/000017_unknown_collage_00002_2_1_00002_07_IMG_20260109_104101__marker_missing_unknown__unknown_core_full100_joint_008.jpg,unknown,无标记线,collage_00002,/Users/guangyu/Desktop/复现Adaptive COT项目/数据清洗备份/industrial_datas/bolt_dimension_lines/sample_unknown/IMG_20260109_104101__marker_missing_unknown__unknown_core_full100.png,unknown,unknown_core,rule_based_unknown,2_1,2,1,joint_008,"[610, 67, 665, 159]",unknown,missing,unknown,missing,/Users/guangyu/Desktop/复现Adaptive COT项目/数据清洗备份/industrial_datas/bolt_marking_truth_collages/single_crops/unknown/unknown_core/00002_07_IMG_20260109_104101__marker_missing_unknown__unknown_core_full100_joint_008.jpg
000018,images/unknown/000018_unknown_collage_00002_2_2_00002_08_IMG_20260109_104101__marker_missing_unknown__unknown_core_full100_joint_009.jpg,unknown,无标记线,collage_00002,/Users/guangyu/Desktop/复现Adaptive COT项目/数据清洗备份/industrial_datas/bolt_dimension_lines/sample_unknown/IMG_20260109_104101__marker_missing_unknown__unknown_core_full100.png,unknown,unknown_core,rule_based_unknown,2_2,2,2,joint_009,"[397, 853, 505, 922]",unknown,missing,unknown,missing,/Users/guangyu/Desktop/复现Adaptive COT项目/数据清洗备份/industrial_datas/bolt_marking_truth_collages/single_crops/unknown/unknown_core/00002_08_IMG_20260109_104101__marker_missing_unknown__unknown_core_full100_joint_009.jpg
000019,images/normal/000019_normal_collage_00003_0_0_00003_00_IMG_20260109_104101__loose__ppb__bbox_crop_reviewed_v1__v01_joint_001.jpg,normal,不松动,collage_00003,/Users/guangyu/Desktop/复现Adaptive COT项目/数据清洗备份/industrial_datas/bolt_dimension_lines/sample_loose/panel_perimeter_bolt/IMG_20260109_104101__loose__ppb__bbox_crop_reviewed_v1__v01.jpg,loose,panel_perimeter_bolt,single_interface,0_0,0,0,joint_001,"[1665, 349, 2158, 857]",normal,aligned,none,aligned,/Users/guangyu/Desktop/复现Adaptive COT项目/数据清洗备份/industrial_datas/bolt_marking_truth_collages/single_crops/normal/panel_perimeter_bolt/00003_00_IMG_20260109_104101__loose__ppb__bbox_crop_reviewed_v1__v01_joint_001.jpg
000020,images/normal/000020_normal_collage_00003_0_1_00003_01_IMG_20260109_104101__loose__ppb__bbox_crop_reviewed_v1__v01_joint_002.jpg,normal,不松动,collage_00003,/Users/guangyu/Desktop/复现Adaptive COT项目/数据清洗备份/industrial_datas/bolt_dimension_lines/sample_loose/panel_perimeter_bolt/IMG_20260109_104101__loose__ppb__bbox_crop_reviewed_v1__v01.jpg,loose,panel_perimeter_bolt,single_interface,0_1,0,1,joint_002,"[347, 279, 585, 619]",normal,aligned,none,aligned,/Users/guangyu/Desktop/复现Adaptive COT项目/数据清洗备份/industrial_datas/bolt_marking_truth_collages/single_crops/normal/panel_perimeter_bolt/00003_01_IMG_20260109_104101__loose__ppb__bbox_crop_reviewed_v1__v01_joint_002.jpg
000021,images/normal/000021_normal_collage_00003_0_2_00003_02_IMG_20260109_104101__loose__ppb__bbox_crop_reviewed_v1__v01_joint_003.jpg,normal,不松动,collage_00003,/Users/guangyu/Desktop/复现Adaptive COT项目/数据清洗备份/industrial_datas/bolt_dimension_lines/sample_loose/panel_perimeter_bolt/IMG_20260109_104101__loose__ppb__bbox_crop_reviewed_v1__v01.jpg,loose,panel_perimeter_bolt,single_interface,0_2,0,2,joint_003,"[498, 1641, 699, 1901]",normal,aligned,none,aligned,/Users/guangyu/Desktop/复现Adaptive COT项目/数据清洗备份/industrial_datas/bolt_marking_truth_collages/single_crops/normal/panel_perimeter_bolt/00003_02_IMG_20260109_104101__loose__ppb__bbox_crop_reviewed_v1__v01_joint_003.jpg
000022,images/normal/000022_normal_collage_00003_1_0_00003_03_IMG_20260109_104101__loose__ppb__bbox_crop_reviewed_v1__v01_joint_004.jpg,normal,不松动,collage_00003,/Users/guangyu/Desktop/复现Adaptive COT项目/数据清洗备份/industrial_datas/bolt_dimension_lines/sample_loose/panel_perimeter_bolt/IMG_20260109_104101__loose__ppb__bbox_crop_reviewed_v1__v01.jpg,loose,panel_perimeter_bolt,single_interface,1_0,1,0,joint_004,"[636, 2691, 796, 2953]",normal,aligned,none,aligned,/Users/guangyu/Desktop/复现Adaptive COT项目/数据清洗备份/industrial_datas/bolt_marking_truth_collages/single_crops/normal/panel_perimeter_bolt/00003_03_IMG_20260109_104101__loose__ppb__bbox_crop_reviewed_v1__v01_joint_004.jpg
000023,images/normal/000023_normal_collage_00003_1_1_00003_04_IMG_20260109_104101__loose__ppb__bbox_crop_reviewed_v1__v01_joint_005.jpg,normal,不松动,collage_00003,/Users/guangyu/Desktop/复现Adaptive COT项目/数据清洗备份/industrial_datas/bolt_dimension_lines/sample_loose/panel_perimeter_bolt/IMG_20260109_104101__loose__ppb__bbox_crop_reviewed_v1__v01.jpg,loose,panel_perimeter_bolt,single_interface,1_1,1,1,joint_005,"[922, 2527, 1149, 2753]",normal,aligned,none,aligned,/Users/guangyu/Desktop/复现Adaptive COT项目/数据清洗备份/industrial_datas/bolt_marking_truth_collages/single_crops/normal/panel_perimeter_bolt/00003_04_IMG_20260109_104101__loose__ppb__bbox_crop_reviewed_v1__v01_joint_005.jpg
000024,images/loose/000024_loose_collage_00003_1_2_00003_05_IMG_20260109_104101__loose__ppb__bbox_crop_reviewed_v1__v01_joint_006.jpg,loose,松动,collage_00003,/Users/guangyu/Desktop/复现Adaptive COT项目/数据清洗备份/industrial_datas/bolt_dimension_lines/sample_loose/panel_perimeter_bolt/IMG_20260109_104101__loose__ppb__bbox_crop_reviewed_v1__v01.jpg,loose,panel_perimeter_bolt,single_interface,1_2,1,2,joint_006,"[2098, 1565, 2276, 1819]",loose,obvious_offset,obvious,obvious_offset,/Users/guangyu/Desktop/复现Adaptive COT项目/数据清洗备份/industrial_datas/bolt_marking_truth_collages/single_crops/loose/panel_perimeter_bolt/00003_05_IMG_20260109_104101__loose__ppb__bbox_crop_reviewed_v1__v01_joint_006.jpg
000025,images/normal/000025_normal_collage_00003_2_0_00003_06_IMG_20260109_104101__loose__ppb__bbox_crop_reviewed_v1__v01_joint_007.jpg,normal,不松动,collage_00003,/Users/guangyu/Desktop/复现Adaptive COT项目/数据清洗备份/industrial_datas/bolt_dimension_lines/sample_loose/panel_perimeter_bolt/IMG_20260109_104101__loose__ppb__bbox_crop_reviewed_v1__v01.jpg,loose,panel_perimeter_bolt,single_interface,2_0,2,0,joint_007,"[2120, 2527, 2272, 2829]",normal,aligned,none,aligned,/Users/guangyu/Desktop/复现Adaptive COT项目/数据清洗备份/industrial_datas/bolt_marking_truth_collages/single_crops/normal/panel_perimeter_bolt/00003_06_IMG_20260109_104101__loose__ppb__bbox_crop_reviewed_v1__v01_joint_007.jpg
000026,images/normal/000026_normal_collage_00003_2_1_00003_07_IMG_20260109_104101__loose__ppb__bbox_crop_reviewed_v1__v01_joint_008.jpg,normal,不松动,collage_00003,/Users/guangyu/Desktop/复现Adaptive COT项目/数据清洗备份/industrial_datas/bolt_dimension_lines/sample_loose/panel_perimeter_bolt/IMG_20260109_104101__loose__ppb__bbox_crop_reviewed_v1__v01.jpg,loose,panel_perimeter_bolt,single_interface,2_1,2,1,joint_008,"[2092, 227, 2281, 543]",normal,aligned,none,aligned,/Users/guangyu/Desktop/复现Adaptive COT项目/数据清洗备份/industrial_datas/bolt_marking_truth_collages/single_crops/normal/panel_perimeter_bolt/00003_07_IMG_20260109_104101__loose__ppb__bbox_crop_reviewed_v1__v01_joint_008.jpg
000027,images/normal/000027_normal_collage_00003_2_2_00003_08_IMG_20260109_104101__loose__ppb__bbox_crop_reviewed_v1__v01_joint_009.jpg,normal,不松动,collage_00003,/Users/guangyu/Desktop/复现Adaptive COT项目/数据清洗备份/industrial_datas/bolt_dimension_lines/sample_loose/panel_perimeter_bolt/IMG_20260109_104101__loose__ppb__bbox_crop_reviewed_v1__v01.jpg,loose,panel_perimeter_bolt,single_interface,2_2,2,2,joint_009,"[1361, 2911, 1731, 3146]",normal,aligned,none,aligned,/Users/guangyu/Desktop/复现Adaptive COT项目/数据清洗备份/industrial_datas/bolt_marking_truth_collages/single_crops/normal/panel_perimeter_bolt/00003_08_IMG_20260109_104101__loose__ppb__bbox_crop_reviewed_v1__v01_joint_009.jpg
000028,images/normal/000028_normal_collage_00004_0_0_00004_00_IMG_20260109_104101__loose__ppb__bbox_crop_reviewed_v1__v08_joint_001.jpg,normal,不松动,collage_00004,/Users/guangyu/Desktop/复现Adaptive COT项目/数据清洗备份/industrial_datas/bolt_dimension_lines/sample_loose/panel_perimeter_bolt/IMG_20260109_104101__loose__ppb__bbox_crop_reviewed_v1__v08.jpg,loose,panel_perimeter_bolt,single_interface,0_0,0,0,joint_001,"[1665, 349, 2158, 857]",normal,aligned,none,aligned,/Users/guangyu/Desktop/复现Adaptive COT项目/数据清洗备份/industrial_datas/bolt_marking_truth_collages/single_crops/normal/panel_perimeter_bolt/00004_00_IMG_20260109_104101__loose__ppb__bbox_crop_reviewed_v1__v08_joint_001.jpg
000029,images/normal/000029_normal_collage_00004_0_1_00004_01_IMG_20260109_104101__loose__ppb__bbox_crop_reviewed_v1__v08_joint_002.jpg,normal,不松动,collage_00004,/Users/guangyu/Desktop/复现Adaptive COT项目/数据清洗备份/industrial_datas/bolt_dimension_lines/sample_loose/panel_perimeter_bolt/IMG_20260109_104101__loose__ppb__bbox_crop_reviewed_v1__v08.jpg,loose,panel_perimeter_bolt,single_interface,0_1,0,1,joint_002,"[347, 279, 585, 619]",normal,aligned,none,aligned,/Users/guangyu/Desktop/复现Adaptive COT项目/数据清洗备份/industrial_datas/bolt_marking_truth_collages/single_crops/normal/panel_perimeter_bolt/00004_01_IMG_20260109_104101__loose__ppb__bbox_crop_reviewed_v1__v08_joint_002.jpg
000030,images/normal/000030_normal_collage_00004_0_2_00004_02_IMG_20260109_104101__loose__ppb__bbox_crop_reviewed_v1__v08_joint_003.jpg,normal,不松动,collage_00004,/Users/guangyu/Desktop/复现Adaptive COT项目/数据清洗备份/industrial_datas/bolt_dimension_lines/sample_loose/panel_perimeter_bolt/IMG_20260109_104101__loose__ppb__bbox_crop_reviewed_v1__v08.jpg,loose,panel_perimeter_bolt,single_interface,0_2,0,2,joint_003,"[498, 1641, 699, 1901]",normal,aligned,none,aligned,/Users/guangyu/Desktop/复现Adaptive COT项目/数据清洗备份/industrial_datas/bolt_marking_truth_collages/single_crops/normal/panel_perimeter_bolt/00004_02_IMG_20260109_104101__loose__ppb__bbox_crop_reviewed_v1__v08_joint_003.jpg
000031,images/normal/000031_normal_collage_00004_1_0_00004_03_IMG_20260109_104101__loose__ppb__bbox_crop_reviewed_v1__v08_joint_004.jpg,normal,不松动,collage_00004,/Users/guangyu/Desktop/复现Adaptive COT项目/数据清洗备份/industrial_datas/bolt_dimension_lines/sample_loose/panel_perimeter_bolt/IMG_20260109_104101__loose__ppb__bbox_crop_reviewed_v1__v08.jpg,loose,panel_perimeter_bolt,single_interface,1_0,1,0,joint_004,"[636, 2691, 796, 2953]",normal,aligned,none,aligned,/Users/guangyu/Desktop/复现Adaptive COT项目/数据清洗备份/industrial_datas/bolt_marking_truth_collages/single_crops/normal/panel_perimeter_bolt/00004_03_IMG_20260109_104101__loose__ppb__bbox_crop_reviewed_v1__v08_joint_004.jpg
000032,images/normal/000032_normal_collage_00004_1_1_00004_04_IMG_20260109_104101__loose__ppb__bbox_crop_reviewed_v1__v08_joint_005.jpg,normal,不松动,collage_00004,/Users/guangyu/Desktop/复现Adaptive COT项目/数据清洗备份/industrial_datas/bolt_dimension_lines/sample_loose/panel_perimeter_bolt/IMG_20260109_104101__loose__ppb__bbox_crop_reviewed_v1__v08.jpg,loose,panel_perimeter_bolt,single_interface,1_1,1,1,joint_005,"[922, 2527, 1149, 2753]",normal,aligned,none,aligned,/Users/guangyu/Desktop/复现Adaptive COT项目/数据清洗备份/industrial_datas/bolt_marking_truth_collages/single_crops/normal/panel_perimeter_bolt/00004_04_IMG_20260109_104101__loose__ppb__bbox_crop_reviewed_v1__v08_joint_005.jpg
000033,images/loose/000033_loose_collage_00004_1_2_00004_05_IMG_20260109_104101__loose__ppb__bbox_crop_reviewed_v1__v08_joint_006.jpg,loose,松动,collage_00004,/Users/guangyu/Desktop/复现Adaptive COT项目/数据清洗备份/industrial_datas/bolt_dimension_lines/sample_loose/panel_perimeter_bolt/IMG_20260109_104101__loose__ppb__bbox_crop_reviewed_v1__v08.jpg,loose,panel_perimeter_bolt,single_interface,1_2,1,2,joint_006,"[2098, 1565, 2276, 1819]",loose,obvious_offset,obvious,obvious_offset,/Users/guangyu/Desktop/复现Adaptive COT项目/数据清洗备份/industrial_datas/bolt_marking_truth_collages/single_crops/loose/panel_perimeter_bolt/00004_05_IMG_20260109_104101__loose__ppb__bbox_crop_reviewed_v1__v08_joint_006.jpg
000034,images/normal/000034_normal_collage_00004_2_0_00004_06_IMG_20260109_104101__loose__ppb__bbox_crop_reviewed_v1__v08_joint_007.jpg,normal,不松动,collage_00004,/Users/guangyu/Desktop/复现Adaptive COT项目/数据清洗备份/industrial_datas/bolt_dimension_lines/sample_loose/panel_perimeter_bolt/IMG_20260109_104101__loose__ppb__bbox_crop_reviewed_v1__v08.jpg,loose,panel_perimeter_bolt,single_interface,2_0,2,0,joint_007,"[2120, 2527, 2272, 2829]",normal,aligned,none,aligned,/Users/guangyu/Desktop/复现Adaptive COT项目/数据清洗备份/industrial_datas/bolt_marking_truth_collages/single_crops/normal/panel_perimeter_bolt/00004_06_IMG_20260109_104101__loose__ppb__bbox_crop_reviewed_v1__v08_joint_007.jpg
000035,images/normal/000035_normal_collage_00004_2_1_00004_07_IMG_20260109_104101__loose__ppb__bbox_crop_reviewed_v1__v08_joint_008.jpg,normal,不松动,collage_00004,/Users/guangyu/Desktop/复现Adaptive COT项目/数据清洗备份/industrial_datas/bolt_dimension_lines/sample_loose/panel_perimeter_bolt/IMG_20260109_104101__loose__ppb__bbox_crop_reviewed_v1__v08.jpg,loose,panel_perimeter_bolt,single_interface,2_1,2,1,joint_008,"[2092, 227, 2281, 543]",normal,aligned,none,aligned,/Users/guangyu/Desktop/复现Adaptive COT项目/数据清洗备份/industrial_datas/bolt_marking_truth_collages/single_crops/normal/panel_perimeter_bolt/00004_07_IMG_20260109_104101__loose__ppb__bbox_crop_reviewed_v1__v08_joint_008.jpg
000036,images/normal/000036_normal_collage_00004_2_2_00004_08_IMG_20260109_104101__loose__ppb__bbox_crop_reviewed_v1__v08_joint_009.jpg,normal,不松动,collage_00004,/Users/guangyu/Desktop/复现Adaptive COT项目/数据清洗备份/industrial_datas/bolt_dimension_lines/sample_loose/panel_perimeter_bolt/IMG_20260109_104101__loose__ppb__bbox_crop_reviewed_v1__v08.jpg,loose,panel_perimeter_bolt,single_interface,2_2,2,2,joint_009,"[1361, 2911, 1731, 3146]",normal,aligned,none,aligned,/Users/guangyu/Desktop/复现Adaptive COT项目/数据清洗备份/industrial_datas/bolt_marking_truth_collages/single_crops/normal/panel_perimeter_bolt/00004_08_IMG_20260109_104101__loose__ppb__bbox_crop_reviewed_v1__v08_joint_009.jpg
000037,images/normal/000037_normal_collage_00005_0_0_00005_00_IMG_20260109_104101__loose__ppb__bbox_crop_reviewed_v2__v03_joint_001.jpg,normal,不松动,collage_00005,/Users/guangyu/Desktop/复现Adaptive COT项目/数据清洗备份/industrial_datas/bolt_dimension_lines/sample_loose/panel_perimeter_bolt/IMG_20260109_104101__loose__ppb__bbox_crop_reviewed_v2__v03.jpg,loose,panel_perimeter_bolt,single_interface,0_0,0,0,joint_001,"[1665, 349, 2158, 857]",normal,aligned,none,aligned,/Users/guangyu/Desktop/复现Adaptive COT项目/数据清洗备份/industrial_datas/bolt_marking_truth_collages/single_crops/normal/panel_perimeter_bolt/00005_00_IMG_20260109_104101__loose__ppb__bbox_crop_reviewed_v2__v03_joint_001.jpg
000038,images/normal/000038_normal_collage_00005_0_1_00005_01_IMG_20260109_104101__loose__ppb__bbox_crop_reviewed_v2__v03_joint_002.jpg,normal,不松动,collage_00005,/Users/guangyu/Desktop/复现Adaptive COT项目/数据清洗备份/industrial_datas/bolt_dimension_lines/sample_loose/panel_perimeter_bolt/IMG_20260109_104101__loose__ppb__bbox_crop_reviewed_v2__v03.jpg,loose,panel_perimeter_bolt,single_interface,0_1,0,1,joint_002,"[347, 279, 585, 619]",normal,aligned,none,aligned,/Users/guangyu/Desktop/复现Adaptive COT项目/数据清洗备份/industrial_datas/bolt_marking_truth_collages/single_crops/normal/panel_perimeter_bolt/00005_01_IMG_20260109_104101__loose__ppb__bbox_crop_reviewed_v2__v03_joint_002.jpg
000039,images/normal/000039_normal_collage_00005_0_2_00005_02_IMG_20260109_104101__loose__ppb__bbox_crop_reviewed_v2__v03_joint_003.jpg,normal,不松动,collage_00005,/Users/guangyu/Desktop/复现Adaptive COT项目/数据清洗备份/industrial_datas/bolt_dimension_lines/sample_loose/panel_perimeter_bolt/IMG_20260109_104101__loose__ppb__bbox_crop_reviewed_v2__v03.jpg,loose,panel_perimeter_bolt,single_interface,0_2,0,2,joint_003,"[498, 1641, 699, 1901]",normal,aligned,none,aligned,/Users/guangyu/Desktop/复现Adaptive COT项目/数据清洗备份/industrial_datas/bolt_marking_truth_collages/single_crops/normal/panel_perimeter_bolt/00005_02_IMG_20260109_104101__loose__ppb__bbox_crop_reviewed_v2__v03_joint_003.jpg
